Filial,Documento,Nome_Cliente,Nome_Vendedor,Produtos,Quantidade,Preco_Unitario,Total,Estado_Cliente,Data_Compra,Data_Devolucao,Status
Rio de Janeiro,6543,Soluções Núcleo Quântico Ltda,Maria,Game Boy,6,79,474, Espírito Santo (ES) ,2020-03-16,,Sem Devolução
São Paulo,5374,Tecnologias Impulso Quântico Ltda,Paulo,XBOX ONE S,38,1499,56962, Distrito Federal (DF) ,2020-09-08,,Sem Devolução
Parana,8924,Grupo Borda de Inovação Ltda,Maria,Nintendo DS,23,389,8947, Distrito Federal (DF) ,2022-06-14,,Sem Devolução
Parana,7731,Sistemas Sinérgicos Ltda,Maria,PlayStation 4,14,1399,19586, Amapá (AP) ,2024-07-18,,Sem Devolução
Parana,2771,Tecnologias Impulso Quântico Ltda,Vanessa,PlayStation 1,36,199,7164, Rio Grande do Sul (RS) ,2020-09-24,2020-09-24,Com Devolução
Rio de Janeiro,1661,Indústrias ApexTech Ltda,João,XBOX ONE S,36,1499,53964, Amapá (AP) ,2024-05-04,2024-05-11,Com Devolução
Rio de Janeiro,4216,Inovação Esfera Quântica Ltda,Taize,PlayStation 4,8,1399,11192, Piauí (PI) ,2022-09-05,2022-09-18,Com Devolução
São Paulo,1913,Corporação TechNex,Paulo,Game Boy,30,79,2370, Rio Grande do Sul (RS) ,2020-10-10,,Sem Devolução
São Paulo,6527,Empreendimentos NovaGenius Ltda,Henrique,Game Boy,11,79,869, Santa Catarina (SC) ,2023-07-12,,Sem Devolução
São Paulo,2975,Sistemas Sinérgicos Ltda,Maria,Game Boy,28,79,2212, Bahia (BA) ,2020-04-25,2020-05-19,Com Devolução
Parana,9925,InovarHub S.A,João,Game Boy,39,79,3081, Pernambuco (PE) ,2023-02-12,2023-02-28,Com Devolução
Rio de Janeiro,3699,Laboratórios InovateX Ltda,Paulo,Nintendo DS,39,389,15171, Sergipe (SE) ,2024-04-03,,Sem Devolução
Parana,9344,Inovação QuantumLeap Ltda,Henrique,Game Boy,21,79,1659, Espírito Santo (ES) ,2022-10-22,2022-10-24,Com Devolução
Rio de Janeiro,1163,Laboratórios InovateX Ltda,Vanessa,PlayStation 1,21,199,4179, Paraíba (PB) ,2021-04-07,,Sem Devolução
Rio de Janeiro,8205,Sistemas Sinérgicos Ltda,Maria,XBOX 360,23,1299,29877, Distrito Federal (DF) ,2022-10-30,,Sem Devolução
São Paulo,3725,Corporação NexusGen,Maria,Game Boy,8,79,632, Espírito Santo (ES) ,2023-12-14,2024-01-07,Com Devolução
Parana,7355,Corporação TechNex,Henrique,PlayStation 2,38,499,18962, Acre (AC) ,2023-06-12,2023-07-01,Com Devolução
Parana,7436,Empreendimentos NovaGenius Ltda,Henrique,Game Boy,17,79,1343, Minas Gerais (MG) ,2021-10-03,2021-10-22,Com Devolução
Parana,4130,Corporação TechVantage,João,PlayStation 4,35,1399,48965, Goiás (GO) ,2024-09-12,,Sem Devolução
Rio de Janeiro,5326,Empresas Esfera de Sinergia Ltda,Paulo,PlayStation 1,18,199,3582, Paraíba (PB) ,2023-09-18,,Sem Devolução
São Paulo,6135,Inovação QuantumLeap Ltda,Paulo,PlayStation 4,32,1399,44768, Distrito Federal (DF) ,2022-09-12,,Sem Devolução
São Paulo,2433,Tecnologias Impulso Quântico Ltda,João,Nintendo DS,35,389,13615, Maranhão (MA) ,2020-08-15,2020-09-08,Com Devolução
São Paulo,7999,Empresa Visionária de Inovações S.A,Vanessa,PlayStation 4,2,1399,2798, Rio Grande do Norte (RN) ,2024-11-20,,Sem Devolução
Rio de Janeiro,4102,Empresa Visionária de Inovações S.A,João,XBOX 360,8,1299,10392, Mato Grosso (MT) ,2020-10-31,,Sem Devolução
Parana,5367,Inovação QuantumLeap Ltda,Maria,Game Boy,15,79,1185, Rio de Janeiro (RJ) ,2022-11-09,2022-11-23,Com Devolução
Parana,3024,Laboratórios InovateX Ltda,Henrique,PlayStation 2,13,499,6487, Rio de Janeiro (RJ) ,2020-02-02,,Sem Devolução
São Paulo,6977,Inovação QuantumLeap Ltda,Maria,PlayStation 1,4,199,796, Ceará (CE) ,2024-09-20,,Sem Devolução
Rio de Janeiro,5396,Empreendimentos NovaGenius Ltda,Vanessa,Game Boy,2,79,158, Rio de Janeiro (RJ) ,2021-01-01,,Sem Devolução
Parana,7812,Inovação Esfera Quântica Ltda,Vanessa,PlayStation 4,29,1399,40571, Espírito Santo (ES) ,2023-04-02,,Sem Devolução
Parana,9873,Corporação TechVantage,Taize,PlayStation 4,29,1399,40571, Paraná (PR) ,2024-10-16,,Sem Devolução
Parana,2466,Sistemas Sinérgicos Ltda,Vanessa,Nintendo DS,26,389,10114, Pernambuco (PE) ,2023-04-25,,Sem Devolução
São Paulo,6484,Grupo Borda de Inovação Ltda,Maria,XBOX ONE S,9,1499,13491, Piauí (PI) ,2021-06-24,,Sem Devolução
Rio de Janeiro,4853,Empreendimentos NovaGenius Ltda,João,PlayStation 1,9,199,1791, Rondônia (RO) ,2023-10-29,,Sem Devolução
São Paulo,3167,Laboratórios InovateX Ltda,Vanessa,XBOX 360,2,1299,2598, São Paulo (SP) ,2022-04-24,,Sem Devolução
São Paulo,4412,Inovação Esfera Quântica Ltda,Maria,XBOX ONE S,29,1499,43471, Acre (AC) ,2021-01-09,2021-01-19,Com Devolução
Parana,4710,Grupo Borda de Inovação Ltda,João,Nintendo DS,4,389,1556, Rio Grande do Norte (RN) ,2022-11-22,,Sem Devolução
Parana,9397,Grupo Borda de Inovação Ltda,Taize,Nintendo Wii,30,1699,50970, Rio Grande do Sul (RS) ,2023-08-27,,Sem Devolução
Rio de Janeiro,6898,Sistemas Sinérgicos Ltda,Paulo,Nintendo Wii,20,1699,33980, Maranhão (MA) ,2020-08-28,2020-09-03,Com Devolução
Parana,2573,Grupo Borda de Inovação Ltda,Paulo,PlayStation 4,29,1399,40571, Alagoas (AL) ,2020-11-20,,Sem Devolução
São Paulo,3658,Empreendimentos NovaGenius Ltda,Taize,Nintendo Wii,6,1699,10194, Espírito Santo (ES) ,2021-09-09,,Sem Devolução
Parana,7887,Corporação TechNex,Taize,XBOX ONE S,27,1499,40473, Rio de Janeiro (RJ) ,2021-03-12,2021-04-06,Com Devolução
Parana,6955,Tecnologias Ondas Futuras Ltda,Paulo,PlayStation 4,31,1399,43369, Rondônia (RO) ,2020-04-23,,Sem Devolução
São Paulo,7601,Inovação Esfera Quântica Ltda,Paulo,Game Boy,27,79,2133, Rio Grande do Sul (RS) ,2023-08-12,,Sem Devolução
Rio de Janeiro,7414,Empreendimentos NovaGenius Ltda,Vanessa,Nintendo Wii,11,1699,18689, Pará (PA) ,2020-08-12,,Sem Devolução
São Paulo,5265,Grupo Borda de Inovação Ltda,Henrique,PlayStation 4,3,1399,4197, Pará (PA) ,2022-12-30,2023-01-03,Com Devolução
Rio de Janeiro,5513,Soluções Núcleo Quântico Ltda,Maria,PlayStation 4,25,1399,34975, Pará (PA) ,2020-12-24,,Sem Devolução
Parana,8648,Sistemas Sinérgicos Ltda,Henrique,Nintendo DS,38,389,14782, Alagoas (AL) ,2021-07-21,,Sem Devolução
Rio de Janeiro,5312,Tecnologias Ondas Futuras Ltda,Maria,PlayStation 4,10,1399,13990, Amazonas (AM) ,2021-05-04,,Sem Devolução
Rio de Janeiro,9244,Inovação QuantumLeap Ltda,Henrique,Nintendo DS,3,389,1167, Acre (AC) ,2022-03-02,,Sem Devolução
Rio de Janeiro,2618,Indústrias ApexTech Ltda,João,Nintendo Wii,32,1699,54368, Rio Grande do Norte (RN) ,2020-01-13,,Sem Devolução
São Paulo,7051,InovarHub S.A,João,XBOX ONE S,10,1499,14990, Acre (AC) ,2021-07-13,,Sem Devolução
Parana,8887,Sistemas Sinérgicos Ltda,Henrique,PlayStation 4,19,1399,26581, Amazonas (AM) ,2023-08-30,2023-09-08,Com Devolução
Parana,3907,Tecnologias Impulso Quântico Ltda,Taize,XBOX ONE S,37,1499,55463, Pernambuco (PE) ,2024-08-05,2024-09-02,Com Devolução
Parana,3325,Empresa Visionária de Inovações S.A,João,PlayStation 4,23,1399,32177, Roraima (RR) ,2023-05-04,2023-05-20,Com Devolução
São Paulo,4428,Empresa Visionária de Inovações S.A,Paulo,XBOX ONE S,9,1499,13491, São Paulo (SP) ,2024-07-15,,Sem Devolução
Parana,6415,Soluções NovaTech S.A,Taize,PlayStation 2,26,499,12974, Sergipe (SE) ,2021-12-15,,Sem Devolução
Parana,6115,Empresas Esfera de Sinergia Ltda,João,XBOX ONE S,18,1499,26982, Pernambuco (PE) ,2021-05-10,,Sem Devolução
Rio de Janeiro,8354,VisionáriaTech S.A,Vanessa,PlayStation 2,38,499,18962, Amapá (AP) ,2022-12-08,2022-12-26,Com Devolução
São Paulo,3031,Inovação Esfera Quântica Ltda,Taize,XBOX ONE S,30,1499,44970, Tocantins (TO) ,2020-06-01,,Sem Devolução
Rio de Janeiro,6422,Grupo Dinâmica Horizon Ltda,Taize,Game Boy,20,79,1580, Rio Grande do Norte (RN) ,2023-03-04,,Sem Devolução
São Paulo,7294,Corporação NexusGen,Paulo,Game Boy,10,79,790, Amapá (AP) ,2022-04-16,,Sem Devolução
São Paulo,3458,Laboratórios InovateX Ltda,Paulo,PlayStation 2,31,499,15469, Mato Grosso do Sul (MS) ,2024-07-08,2024-08-03,Com Devolução
Rio de Janeiro,7908,Empreendimentos NovaGenius Ltda,João,Nintendo Wii,19,1699,32281, Mato Grosso do Sul (MS) ,2021-12-16,,Sem Devolução
Rio de Janeiro,4643,Sistemas Sinérgicos Ltda,Henrique,Nintendo Wii,13,1699,22087, Rio Grande do Sul (RS) ,2022-01-06,,Sem Devolução
Parana,8199,Soluções NovaTech S.A,Vanessa,PlayStation 1,21,199,4179, Goiás (GO) ,2023-03-17,,Sem Devolução
Rio de Janeiro,8051,Sistemas Sinérgicos Ltda,Vanessa,PlayStation 2,10,499,4990, Distrito Federal (DF) ,2024-09-05,,Sem Devolução
Parana,8372,Tecnologias Ondas Futuras Ltda,Henrique,XBOX 360,22,1299,28578, Rondônia (RO) ,2023-07-14,,Sem Devolução
São Paulo,2218,Sistemas Sinérgicos Ltda,Henrique,Game Boy,28,79,2212, Rio de Janeiro (RJ) ,2022-04-16,,Sem Devolução
Rio de Janeiro,9325,Corporação TechNex,Maria,PlayStation 1,9,199,1791, Rio de Janeiro (RJ) ,2022-09-25,,Sem Devolução
São Paulo,5514,Inovação Esfera Quântica Ltda,Maria,Game Boy,9,79,711, Amazonas (AM) ,2020-04-16,2020-04-29,Com Devolução
São Paulo,2580,Inovação Esfera Quântica Ltda,Vanessa,PlayStation 2,11,499,5489, Paraná (PR) ,2024-01-30,,Sem Devolução
São Paulo,8841,Empresa Visionária de Inovações S.A,Paulo,XBOX 360,25,1299,32475, Minas Gerais (MG) ,2020-03-28,2020-04-19,Com Devolução
São Paulo,4357,Tecnologias Ondas Futuras Ltda,João,XBOX ONE S,19,1499,28481, Piauí (PI) ,2022-09-18,,Sem Devolução
São Paulo,4134,Corporação TechNex,João,PlayStation 4,40,1399,55960, Minas Gerais (MG) ,2023-12-03,2023-12-30,Com Devolução
Parana,2539,Corporação TechVantage,João,Nintendo Wii,9,1699,15291, São Paulo (SP) ,2022-07-09,,Sem Devolução
São Paulo,1883,Corporação TechNex,João,XBOX ONE S,3,1499,4497, Sergipe (SE) ,2024-05-24,2024-06-09,Com Devolução
Parana,2341,Corporação NexusGen,João,PlayStation 1,14,199,2786, Distrito Federal (DF) ,2023-08-17,,Sem Devolução
Rio de Janeiro,3454,Tecnologias Ondas Futuras Ltda,Maria,Nintendo Wii,4,1699,6796, Rondônia (RO) ,2022-10-04,,Sem Devolução
Rio de Janeiro,4936,Empreendimentos NovaGenius Ltda,Maria,PlayStation 1,8,199,1592, Paraíba (PB) ,2020-02-29,,Sem Devolução
Rio de Janeiro,8470,Indústrias ApexTech Ltda,Paulo,Nintendo Wii,21,1699,35679, Distrito Federal (DF) ,2023-05-29,,Sem Devolução
Rio de Janeiro,3070,InovarHub S.A,Henrique,PlayStation 2,28,499,13972, Amazonas (AM) ,2023-01-07,,Sem Devolução
São Paulo,1992,Empreendimentos NovaGenius Ltda,Paulo,PlayStation 1,31,199,6169, Mato Grosso (MT) ,2023-12-31,,Sem Devolução
Rio de Janeiro,2945,Indústrias ApexTech Ltda,Paulo,PlayStation 4,31,1399,43369, Pernambuco (PE) ,2024-09-30,2024-10-06,Com Devolução
Parana,8735,Laboratórios InovateX Ltda,Maria,Nintendo Wii,14,1699,23786, Minas Gerais (MG) ,2023-06-10,,Sem Devolução
São Paulo,5044,Empreendimentos NexusTech Ltda,João,Game Boy,4,79,316, Paraná (PR) ,2024-10-13,,Sem Devolução
Parana,9414,InovarHub S.A,Taize,XBOX 360,8,1299,10392, Santa Catarina (SC) ,2022-05-29,2022-06-20,Com Devolução
Parana,9396,Empreendimentos NovaGenius Ltda,Henrique,Nintendo DS,38,389,14782, Paraíba (PB) ,2020-06-29,,Sem Devolução
Rio de Janeiro,2599,Empreendimentos NexusTech Ltda,Vanessa,Nintendo Wii,15,1699,25485, Ceará (CE) ,2023-11-11,2023-12-04,Com Devolução
Parana,7454,Corporação TechNex,Henrique,PlayStation 2,13,499,6487, Acre (AC) ,2024-10-03,,Sem Devolução
Rio de Janeiro,4519,Grupo Borda de Inovação Ltda,Maria,PlayStation 1,11,199,2189, Mato Grosso do Sul (MS) ,2020-04-01,2020-04-19,Com Devolução
Rio de Janeiro,7104,Corporação NexusGen,Vanessa,Game Boy,18,79,1422, Sergipe (SE) ,2020-02-28,2020-03-27,Com Devolução
São Paulo,2020,InovarHub S.A,Taize,PlayStation 4,38,1399,53162, Rio Grande do Sul (RS) ,2022-11-26,,Sem Devolução
São Paulo,9203,VisionáriaTech S.A,Paulo,PlayStation 4,25,1399,34975, Sergipe (SE) ,2023-07-20,2023-08-11,Com Devolução
São Paulo,3180,Grupo Dinâmica Horizon Ltda,Vanessa,XBOX 360,7,1299,9093, Maranhão (MA) ,2020-03-19,2020-03-30,Com Devolução
Rio de Janeiro,2972,Empreendimentos NovaGenius Ltda,João,PlayStation 1,9,199,1791, Paraíba (PB) ,2021-04-10,,Sem Devolução
São Paulo,3010,Indústrias ApexTech Ltda,Maria,Nintendo DS,36,389,14004, Maranhão (MA) ,2020-08-11,,Sem Devolução
Parana,4679,VisionáriaTech S.A,Paulo,Game Boy,8,79,632, Bahia (BA) ,2021-07-01,2021-07-26,Com Devolução
Parana,6932,Inovação Esfera Quântica Ltda,Paulo,Nintendo DS,6,389,2334, Bahia (BA) ,2023-07-15,,Sem Devolução
Parana,9158,Inovação Esfera Quântica Ltda,Taize,Nintendo Wii,12,1699,20388, São Paulo (SP) ,2024-07-13,,Sem Devolução
São Paulo,8469,Indústrias ApexTech Ltda,Henrique,PlayStation 4,21,1399,29379, Amazonas (AM) ,2023-11-28,2023-11-30,Com Devolução
Rio de Janeiro,6888,Laboratórios InovateX Ltda,João,Nintendo DS,16,389,6224, Amapá (AP) ,2020-07-21,,Sem Devolução
Parana,3513,Empreendimentos NexusTech Ltda,Maria,PlayStation 1,16,199,3184, Rio de Janeiro (RJ) ,2021-05-12,,Sem Devolução
Parana,8420,Grupo Borda de Inovação Ltda,Taize,PlayStation 2,40,499,19960, Tocantins (TO) ,2024-05-27,2024-06-15,Com Devolução
São Paulo,2656,Corporação TechVantage,Paulo,Game Boy,30,79,2370, Pernambuco (PE) ,2020-04-11,2020-05-02,Com Devolução
Parana,9721,Tecnologias Ondas Futuras Ltda,Henrique,XBOX 360,28,1299,36372, Rio Grande do Sul (RS) ,2023-07-23,,Sem Devolução
São Paulo,3957,Grupo Dinâmica Horizon Ltda,Henrique,PlayStation 4,11,1399,15389, Espírito Santo (ES) ,2024-06-08,,Sem Devolução
Parana,6516,Tecnologias Impulso Quântico Ltda,Maria,PlayStation 4,15,1399,20985, Roraima (RR) ,2020-04-01,2020-04-14,Com Devolução
Rio de Janeiro,6020,Corporação TechVantage,Henrique,PlayStation 2,30,499,14970, Mato Grosso (MT) ,2021-10-29,,Sem Devolução
São Paulo,5929,Corporação TechNex,Paulo,Nintendo Wii,30,1699,50970, Amapá (AP) ,2022-04-21,2022-05-09,Com Devolução
Parana,3778,InovarHub S.A,Henrique,PlayStation 1,37,199,7363, Minas Gerais (MG) ,2022-09-13,,Sem Devolução
Rio de Janeiro,1612,Grupo Dinâmica Horizon Ltda,Vanessa,Game Boy,7,79,553, Mato Grosso do Sul (MS) ,2021-07-06,,Sem Devolução
São Paulo,3815,Corporação TechNex,Maria,Game Boy,34,79,2686, Minas Gerais (MG) ,2021-08-15,,Sem Devolução
São Paulo,9747,Tecnologias Ondas Futuras Ltda,Paulo,XBOX ONE S,39,1499,58461, Paraíba (PB) ,2023-09-11,,Sem Devolução
São Paulo,7432,Empreendimentos NexusTech Ltda,Maria,XBOX 360,32,1299,41568, Distrito Federal (DF) ,2021-08-10,,Sem Devolução
Parana,9924,Tecnologias Impulso Quântico Ltda,Vanessa,Nintendo Wii,14,1699,23786, Paraná (PR) ,2020-09-28,2020-10-13,Com Devolução
São Paulo,8224,Soluções NovaTech S.A,Vanessa,Game Boy,3,79,237, Sergipe (SE) ,2023-09-26,,Sem Devolução
Rio de Janeiro,9230,Soluções NovaTech S.A,Vanessa,PlayStation 4,24,1399,33576, Paraná (PR) ,2020-10-17,,Sem Devolução
Rio de Janeiro,6153,Grupo Borda de Inovação Ltda,Henrique,Nintendo DS,21,389,8169, Rio de Janeiro (RJ) ,2023-03-22,2023-04-03,Com Devolução
Parana,8957,Empreendimentos NovaGenius Ltda,Paulo,PlayStation 1,1,199,199, Rio Grande do Sul (RS) ,2023-08-15,,Sem Devolução
Rio de Janeiro,8263,Grupo Dinâmica Horizon Ltda,Maria,Game Boy,21,79,1659, Maranhão (MA) ,2022-04-04,2022-04-21,Com Devolução
São Paulo,5524,Tecnologias Impulso Quântico Ltda,João,XBOX 360,33,1299,42867, Alagoas (AL) ,2021-07-11,2021-07-26,Com Devolução
Parana,7862,Empresa Visionária de Inovações S.A,João,XBOX 360,34,1299,44166, Amapá (AP) ,2024-06-24,,Sem Devolução
Parana,7291,Laboratórios InovateX Ltda,Paulo,PlayStation 2,16,499,7984, Roraima (RR) ,2023-04-01,,Sem Devolução
São Paulo,8022,Grupo Dinâmica Horizon Ltda,Vanessa,XBOX ONE S,30,1499,44970, Mato Grosso do Sul (MS) ,2024-01-03,2024-01-04,Com Devolução
São Paulo,9631,Soluções NovaTech S.A,Paulo,Nintendo DS,26,389,10114, Minas Gerais (MG) ,2022-02-11,,Sem Devolução
Rio de Janeiro,5161,Indústrias ApexTech Ltda,Maria,Nintendo Wii,23,1699,39077, Tocantins (TO) ,2024-07-25,2024-07-25,Com Devolução
Parana,5042,Corporação NexusGen,Maria,XBOX 360,1,1299,1299, Pernambuco (PE) ,2022-09-06,,Sem Devolução
São Paulo,3112,Grupo Borda de Inovação Ltda,Taize,PlayStation 1,18,199,3582, Paraná (PR) ,2023-09-27,,Sem Devolução
São Paulo,9344,Grupo Borda de Inovação Ltda,João,PlayStation 4,25,1399,34975, Paraná (PR) ,2022-04-30,2022-05-18,Com Devolução
Parana,3131,Corporação TechNex,Taize,XBOX 360,38,1299,49362, Paraíba (PB) ,2024-06-20,,Sem Devolução
Parana,9732,Soluções Núcleo Quântico Ltda,Taize,Game Boy,16,79,1264, Rio de Janeiro (RJ) ,2021-09-17,,Sem Devolução
Rio de Janeiro,2435,Empresas Esfera de Sinergia Ltda,Taize,PlayStation 4,36,1399,50364, Rio Grande do Norte (RN) ,2020-12-06,2021-01-01,Com Devolução
São Paulo,9358,InovarHub S.A,João,XBOX 360,8,1299,10392, Pará (PA) ,2021-10-01,2021-10-05,Com Devolução
Rio de Janeiro,1513,Tecnologias Ondas Futuras Ltda,Vanessa,PlayStation 2,7,499,3493, Rio Grande do Norte (RN) ,2022-11-18,,Sem Devolução
Rio de Janeiro,9784,Tecnologias Impulso Quântico Ltda,Henrique,PlayStation 1,21,199,4179, Rio de Janeiro (RJ) ,2020-09-19,2020-10-01,Com Devolução
São Paulo,8035,Indústrias ApexTech Ltda,Maria,XBOX ONE S,1,1499,1499, Maranhão (MA) ,2023-04-23,,Sem Devolução
São Paulo,3743,InovarHub S.A,Vanessa,PlayStation 2,11,499,5489, Mato Grosso (MT) ,2022-05-09,2022-06-02,Com Devolução
Rio de Janeiro,2234,Empresas Esfera de Sinergia Ltda,Henrique,Nintendo Wii,31,1699,52669, Rio Grande do Sul (RS) ,2022-04-10,2022-04-18,Com Devolução
Parana,5056,Soluções NovaTech S.A,João,Nintendo DS,9,389,3501, Alagoas (AL) ,2020-12-14,,Sem Devolução
São Paulo,6284,Inovação Esfera Quântica Ltda,Henrique,PlayStation 1,26,199,5174, Rio Grande do Sul (RS) ,2021-08-01,,Sem Devolução
Rio de Janeiro,7670,InovarHub S.A,Henrique,PlayStation 2,37,499,18463, Mato Grosso (MT) ,2022-01-24,,Sem Devolução
São Paulo,2793,Tecnologias Impulso Quântico Ltda,Paulo,Nintendo DS,35,389,13615, Mato Grosso do Sul (MS) ,2023-07-30,,Sem Devolução
Parana,6661,Laboratórios InovateX Ltda,Henrique,PlayStation 1,2,199,398, Rio Grande do Sul (RS) ,2020-01-22,2020-01-29,Com Devolução
Rio de Janeiro,6678,InovarHub S.A,Vanessa,XBOX ONE S,40,1499,59960, Mato Grosso (MT) ,2022-01-11,,Sem Devolução
Rio de Janeiro,5328,VisionáriaTech S.A,João,Game Boy,1,79,79, Alagoas (AL) ,2021-08-20,2021-09-16,Com Devolução
São Paulo,1859,Empresas Esfera de Sinergia Ltda,Paulo,PlayStation 2,22,499,10978, Sergipe (SE) ,2021-12-02,2021-12-10,Com Devolução
Rio de Janeiro,9970,Corporação NexusGen,Taize,PlayStation 4,35,1399,48965, Goiás (GO) ,2023-08-25,,Sem Devolução
Parana,6538,Grupo Dinâmica Horizon Ltda,Taize,PlayStation 4,15,1399,20985, Paraíba (PB) ,2024-04-21,,Sem Devolução
São Paulo,9151,Empreendimentos NovaGenius Ltda,Vanessa,Nintendo Wii,22,1699,37378, Acre (AC) ,2021-03-11,,Sem Devolução
Rio de Janeiro,5466,Indústrias ApexTech Ltda,Vanessa,Game Boy,27,79,2133, Espírito Santo (ES) ,2024-06-12,,Sem Devolução
Rio de Janeiro,3727,Empresas Esfera de Sinergia Ltda,João,Nintendo Wii,5,1699,8495, Pernambuco (PE) ,2023-12-20,,Sem Devolução
Parana,7145,Laboratórios InovateX Ltda,Vanessa,Nintendo Wii,28,1699,47572, Sergipe (SE) ,2024-05-14,2024-05-16,Com Devolução
Parana,5030,Empreendimentos NexusTech Ltda,João,PlayStation 1,17,199,3383, Amapá (AP) ,2023-04-05,,Sem Devolução
Rio de Janeiro,1226,Empresa Visionária de Inovações S.A,Henrique,PlayStation 1,2,199,398, Rondônia (RO) ,2020-05-05,,Sem Devolução
Rio de Janeiro,3042,Corporação TechVantage,Paulo,Nintendo DS,40,389,15560, Mato Grosso (MT) ,2021-05-30,,Sem Devolução
Parana,3350,Inovação Esfera Quântica Ltda,Taize,PlayStation 2,26,499,12974, Ceará (CE) ,2021-10-21,2021-11-04,Com Devolução
Parana,4421,Corporação NexusGen,Vanessa,PlayStation 2,18,499,8982, Rondônia (RO) ,2021-03-25,,Sem Devolução
Rio de Janeiro,1492,Tecnologias Impulso Quântico Ltda,Paulo,XBOX 360,17,1299,22083, Paraíba (PB) ,2024-12-16,,Sem Devolução
Rio de Janeiro,5139,Empreendimentos NovaGenius Ltda,Taize,Nintendo DS,17,389,6613, Rio Grande do Norte (RN) ,2023-09-16,,Sem Devolução
Rio de Janeiro,8626,Inovação Esfera Quântica Ltda,Vanessa,PlayStation 1,22,199,4378, Paraná (PR) ,2021-02-09,2021-02-21,Com Devolução
São Paulo,7959,InovarHub S.A,Henrique,Nintendo Wii,4,1699,6796, Goiás (GO) ,2020-01-18,,Sem Devolução
Rio de Janeiro,9006,InovarHub S.A,Taize,PlayStation 1,8,199,1592, Rondônia (RO) ,2021-06-10,,Sem Devolução
Parana,7382,Corporação TechNex,Taize,PlayStation 4,4,1399,5596, Roraima (RR) ,2024-12-16,,Sem Devolução
São Paulo,3497,Corporação TechVantage,Taize,PlayStation 2,38,499,18962, Piauí (PI) ,2020-11-06,,Sem Devolução
Parana,2999,Corporação NexusGen,João,PlayStation 2,9,499,4491, Mato Grosso (MT) ,2021-05-27,2021-06-15,Com Devolução
Rio de Janeiro,1641,Corporação TechNex,Paulo,PlayStation 4,24,1399,33576, Alagoas (AL) ,2022-06-13,,Sem Devolução
Rio de Janeiro,3699,Corporação TechVantage,Maria,Game Boy,24,79,1896, Espírito Santo (ES) ,2024-06-17,,Sem Devolução
Rio de Janeiro,5114,Empresa Visionária de Inovações S.A,Vanessa,Game Boy,36,79,2844, Mato Grosso (MT) ,2024-05-25,,Sem Devolução
Rio de Janeiro,2251,Corporação TechNex,Taize,Game Boy,3,79,237, Alagoas (AL) ,2022-12-09,,Sem Devolução
Parana,4223,Empresa Visionária de Inovações S.A,Vanessa,Nintendo Wii,14,1699,23786, Paraná (PR) ,2020-11-05,,Sem Devolução
